CP,year,Doanh thu (đồng),Tăng trưởng doanh thu (%),Lợi nhuận sau thuế của Cổ đông công ty mẹ (đồng),Tăng trưởng lợi nhuận (%),Thu nhập lãi và các khoản tương tự,Chi phí lãi và các khoản tương tự,Thu nhập lãi thuần,Thu nhập từ hoạt động dịch vụ,Chi phí hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,Kinh doanh ngoại hối và vàng,Chứng khoán kinh doanh,Chứng khoán đầu tư,Hoạt động khác,Chi phí hoạt động khác,Lãi/lỗ thuần từ hoạt động khác,Cố tức đã nhận,Tổng thu nhập hoạt động,Chi phí quản lý DN,LN từ HĐKD trước CF dự phòng,Chi phí dự phòng rủi ro tín dụng,LN trước thuế,Thuế TNDN,Chi phí thuế TNDN hiện hành,Chi phí thuế TNDN hoãn lại,Lợi nhuận thuần,Cổ đông của Công ty mẹ,Lãi cơ bản trên cổ phiếu,symbol,Cổ đông thiểu số,Doanh thu thuần,Lãi gộp,Thu nhập tài chính,Chi phí tài chính,Lãi/Lỗ từ hoạt động kinh doanh,Lợi nhuận khác,Chi phí bán hàng,Thu nhập khác,"Lãi lỗ trong công ty liên doanh, liên kết",Thu nhập/Chi phí khác,Chi phí tiền lãi vay,Doanh thu bán hàng và cung cấp dịch vụ,Các khoản giảm trừ doanh thu,Giá vốn hàng bán,Lãi/lỗ từ công ty liên doanh
MBB,2022,52485812000000,0.36451071849028616,17482735000000,0.376910430158127,52485812000000.0,-16462690000000.0,36023122000000.0,14243734000000.0,-10108166000000.0,4135568000000.0,1703960000000.0,141128000000.0,1315248000000.0,3025807000000.0,-884149000000.0,2141658000000.0,131941000000.0,45592625000000.0,-14815628000000,30776997000000.0,-8047677000000.0,22729320000000,-4574135000000.0,-4582973000000,8838000000.0,18155185000000,17482735000000,3856.0,MBB,-672450000000.0,,,,,,,,,,,,,,,
MBB,2021,38464932000000,0.17387831250414093,12697075000000,0.5366814726348987,38464932000000.0,-12265378000000.0,26199554000000.0,12308295000000.0,-7940917000000.0,4367378000000.0,1331468000000.0,221236000000.0,1445713000000.0,4210764000000.0,-956450000000.0,3254314000000.0,114835000000.0,36934498000000.0,-12377188000000,24557310000000.0,-8030051000000.0,16527259000000,-3305822000000.0,-3307574000000,1752000000.0,13221437000000,12697075000000,3133.0,MBB,-524362000000.0,,,,,,,,,,,,,,,
MBB,2020,32767393000000,0.0503512818254192,8262659000000,0.05623146677015938,32767393000000.0,-12489598000000.0,20277795000000.0,8228173000000.0,-4652620000000.0,3575553000000.0,785809000000.0,85086000000.0,865869000000.0,2808825000000.0,-1129275000000.0,1679550000000.0,92511000000.0,27362173000000.0,-10555457000000,16806716000000.0,-6118440000000.0,10688276000000,-2082237000000.0,-2089420000000,7183000000.0,8606039000000,8262659000000,2993.0,MBB,-343380000000.0,,,,,,,,,,,,,,,
MSN,2024,83456446000000,0.06290926885781765,1999059000000,3.774499337226382,,,,,,,,,,,,,,,-3916974000000,,,6024803000000,,-1510936000000,-241483000000.0,4272384000000,1999059000000,,MSN,2273325000000.0,83177720000000.0,24655738000000.0,4043530000000.0,-7900139000000.0,6760549000000.0,-735746000000.0,-14565375000000.0,180026000000.0,0.0,-915772000000.0,-6404706000000.0,83456446000000.0,-278726000000.0,-58521982000000.0,4443769000000.0
MSN,2023,78516999000000,0.027968421362712464,418695000000,-0.8826197169831421,,,,,,,,,,,,,,,-3750002000000,,,2562974000000,,-1288786000000,595739000000.0,1869927000000,418695000000,,MSN,1451232000000.0,78251619000000.0,22121112000000.0,2405205000000.0,-8129513000000.0,2350429000000.0,212545000000.0,-14192355000000.0,309976000000.0,0.0,-97431000000.0,-6946060000000.0,78516999000000.0,-265380000000.0,-56130507000000.0,3895982000000.0
MSN,2022,76380750000000,-0.14935546490146256,3566996000000,-0.5834351098146628,,,,,,,,,,,,,,,-3854314000000,,,5147150000000,,-626750000000,233984000000.0,4754384000000,3566996000000,,MSN,1187388000000.0,76189225000000.0,21035024000000.0,2575563000000.0,-6361642000000.0,5222742000000.0,-75592000000.0,-12511539000000.0,279707000000.0,0.0,-355299000000.0,-4847702000000.0,76380750000000.0,-191525000000.0,-55154201000000.0,4339650000000.0
MSN,2021,89791619000000,0.13850047951446764,8562882000000,5.939227638652752,,,,,,,,,,,,,,,-4064969000000,,,11488784000000,,-1499249000000,111846000000.0,10101381000000,8562882000000,,MSN,1538499000000.0,88628767000000.0,22134801000000.0,6799578000000.0,-5706531000000.0,11273182000000.0,215602000000.0,-11786338000000.0,501150000000.0,0.0,-285548000000.0,-4669426000000.0,89791619000000.0,-1162852000000.0,-66493966000000.0,3896641000000.0
MSN,2020,78868319000000,1.0317069739525595,1233982000000,-0.7779637902961564,,,,,,,,,,,,,,,-3040896000000,,,2324839000000,,-1086193000000,156367000000.0,1395013000000,1233982000000,,MSN,161031000000.0,77217808000000.0,17888697000000.0,1430663000000.0,-4556671000000.0,1195774000000.0,1129065000000.0,-13166087000000.0,1613262000000.0,0.0,-484197000000.0,-3770283000000.0,78868319000000.0,-1650511000000.0,-59329111000000.0,2640068000000.0
MWG,2024,135225101298992,0.1341135220353486,3721868441661,21.197661610378155,,,,,,,,,,,,,,,-3565767583102,,,4825763013078,,-1282537116919,190062332561.0,3733288228720,3721868441661,,MWG,11419787059.0,134341152848802.0,27499210077021.0,2376502605263.0,-1188465609510.0,5227045424891.0,-401282411813.0,-19849837609882.0,25743895664.0,,-427026307477.0,-1137236129748.0,135225101298992.0,-883948450190.0,-106841942771781.0,-44596454899.0
MWG,2023,119234184825086,-0.11496292698764089,167669392704,-0.9591026623765085,,,,,,,,,,,,,,,-1167651662536,,,689692367896,,-433257176515,-88606036442.0,167829154939,167669392704,,MWG,159762235.0,118279788455442.0,22520613163730.0,2166963715091.0,-1556146106982.0,1047068353997.0,-357375986101.0,-20916710755306.0,36883419051.0,,-394259405152.0,-1447718354797.0,119234184825086.0,-954396369644.0,-95759175291712.0,0.0
MWG,2022,134722248887557,0.08523113550283798,4099763027305,-0.16312054997420844,,,,,,,,,,,,,,,-1881027579714,,,6056355373558,,-1792998810102,-161642138517.0,4101714424939,4099763027305,,MWG,1951397634.0,133404777590524.0,30862042496181.0,1313137304323.0,-1382620454532.0,6574693698580.0,-518338325022.0,-22336838067678.0,61606712681.0,,-579945037703.0,-1362143909103.0,134722248887557.0,-1317471297033.0,-102542735094343.0,0.0
MWG,2021,124141525689948,0.13060207891335165,4898869278220,0.2504235956195219,,,,,,,,,,,,,,,-3823390074765,,,6471583750543,,-1632975695694,62818619041.0,4901426673890,4898869278220,,MWG,2557395670.0,122958106103174.0,27632131995534.0,1287956026163.0,-714707225745.0,6465606918356.0,5976832187.0,-17914173302345.0,54872797433.0,,-48895965246.0,-674427746189.0,124141525689948.0,-1183419586774.0,-95325974107640.0,-2210500486.0
MWG,2020,109801253690656,0.06103497289034607,3917767783159,0.021776830003072418,,,,,,,,,,,,,,,-3404431838167,,,5409735407353,,-1598413821219,108551123373.0,3919872709507,3917767783159,,MWG,2104926348.0,108546019665412.0,23954497272463.0,794121782667.0,-594151513751.0,5412529932954.0,-2794525601.0,-15333798830787.0,43512695471.0,,-46307221072.0,-594003821021.0,109801253690656.0,-1255234025244.0,-84591522392949.0,-3706939471.0
NVL,2024,9079619602216,0.903504014407864,-6454779904770,-11.658870630396098,,,,,,,,,,,,,,,-1449937734036,,,-2555664274349,,-861820090664,-977157838690.0,-4394642203703,-6454779904770,,NVL,2060137701067.0,9073375473961.0,83574055810.0,5940883938532.0,-4710868236963.0,-676474941013.0,-1879189333336.0,-533971724119.0,405929354905.0,0.0,-2285118688241.0,-291396806443.0,9079619602216.0,-6244128255.0,-8989801418151.0,-6155240237.0
NVL,2023,4769950330281,-0.5722297278725827,605578220113,-0.7199082926812598,,,,,,,,,,,,,,,-1490226089162,,,1998881691550,,-408200850882,-1104816315770.0,485864524898,605578220113,,NVL,-119713695215.0,4756902213820.0,1322207649307.0,5128130127876.0,-3244008255570.0,1272588950900.0,726292740650.0,-291975056813.0,1075033533475.0,0.0,-348740792825.0,-327706664781.0,4769950330281.0,-13048116461.0,-3434694564513.0,-151539424738.0
NVL,2022,11150728886696,-0.25499571662548515,2162071222708,-0.3295252519650113,,,,,,,,,,,,,,,-1536210395675,,,3982066348032,,-778709166202,-1021826971234.0,2181530210596,2162071222708,,NVL,19458987888.0,11134230477725.0,4251488954382.0,5004795281883.0,-4148522226595.0,2615042863896.0,1367023484136.0,-960131278956.0,1668784014492.0,0.0,-301760530356.0,-844309872037.0,11150728886696.0,-16498408971.0,-6882741523343.0,3622528857.0
NVL,2021,14967335269790,1.8554178543546993,3224687028176,-0.17718089148493965,,,,,,,,,,,,,,,-1325621428707,,,5086223164450,,-1322966306295,-308504019243.0,3454752838912,3224687028176,,NVL,230065810736.0,14902759885713.0,6135607688671.0,3644645699649.0,-3852245469584.0,3311575210267.0,1774647954183.0,-1291095498588.0,2381546814672.0,0.0,-606898860489.0,-514315367150.0,14967335269790.0,-64575384077.0,-8767152197042.0,284218826.0
NVL,2020,5241732045264,-0.5246126173438134,3919071634099,0.14210993855693946,,,,,,,,,,,,,,,-1290197237197,,,4649022346311,,-280426493741,-462094272894.0,3906501579676,3919071634099,,NVL,-12570054423.0,5026358409438.0,1832878970155.0,6210337779881.0,-1537268550611.0,5049191325055.0,-400168978744.0,-164007104072.0,325517674148.0,0.0,-725686652892.0,-566129859176.0,5241732045264.0,-215373635826.0,-3193479439283.0,-2552533101.0
PDR,2024,821690538691,0.3306401482193764,155087685811,-0.7732830438652404,,,,,,,,,,,,,,,-195211788640,,,261706612977,,-200285831890,93762939640.0,155183720727,155087685811,,PDR,96034916.0,821690538691.0,398897854138.0,401457567727.0,-319865157455.0,198582218122.0,63124394855.0,-36866109015.0,81188813916.0,,-18064419061.0,-284861000405.0,821690538691.0,0.0,-422792684553.0,-49830148633.0
PDR,2023,617515216109,-0.5895749170778471,684058609709,-0.3985044250401351,,,,,,,,,,,,,,,-199438960009,,,889360179562,,-206830818233,-27370508.0,682501990821,684058609709,,PDR,-1556618888.0,617515216109.0,543698935669.0,952218319140.0,-399487766179.0,859310678347.0,30049501215.0,-14473776877.0,70345130592.0,,-40295629377.0,-344195510199.0,617515216109.0,0.0,-73816280440.0,-23206073397.0
PDR,2022,1504574748971,-0.5843973567862526,1137262912956,-0.39020881685787984,,,,,,,,,,,,,,,-274502329387,,,1482381063986,,-329052384945,7303451453.0,1160632130494,1137262912956,,PDR,23369217538.0,1504574748971.0,1277271743729.0,1371607378618.0,-759741957526.0,1588326547985.0,-105945483999.0,-26251976329.0,2922423724.0,,-108867907723.0,-505710829277.0,1504574748971.0,0.0,-227303005242.0,-56311120.0
PDR,2021,3620224205834,-0.07439833966851432,1865003864267,0.5282862731964865,,,,,,,,,,,,,,,-220925703989,,,2344351806052,,-484357894838,612874665.0,1860606785879,1865003864267,,PDR,-4397078388.0,3620224205834.0,2763456593697.0,6738807513.0,-163341661278.0,2367806747468.0,-23454941416.0,-18007966070.0,7192563381.0,,-30647504797.0,-156996811651.0,3620224205834.0,0.0,-856767612137.0,-113322405.0
PDR,2020,3911211875460,0.14682570536295772,1220323637643,0.39602968729068433,,,,,,,,,,,,,,,-130208516284,,,1540220143183,,-319999845246,32190047.0,1220252487984,1220323637643,,PDR,-71149659.0,3911211875460.0,1821914603981.0,6122334350.0,-31064169156.0,1548862135463.0,-8641992280.0,-117902117428.0,77457535.0,,-8719449815.0,-23044589042.0,3911211875460.0,0.0,-2089297271479.0,0.0
PLX,2024,284124014890319,0.03663736652900828,2889803702540,0.019724352351260806,,,,,,,,,,,,,,,-1040695331786,,,3972180279455,,-799607413938,-11420925002.0,3161151940515,2889803702540,,PLX,271348237975.0,284017424539160.0,17351309925461.0,1635278874392.0,-1196075118805.0,3760132507450.0,212047772005.0,-13517691226147.0,294790227180.0,0.0,-82742455175.0,-568190119356.0,284124014890319.0,-106590351159.0,-266666114613699.0,528005384335.0
PLX,2023,274082359042928,-0.09892194705949023,2833906727712,0.9547676392232348,,,,,,,,,,,,,,,-949360826359,,,3947390245604,,-804270679753,-65799622451.0,3077319943400,2833906727712,,PLX,243413215688.0,273979175973479.0,15263901657807.0,2742716620267.0,-1723462286268.0,3817970501791.0,129419743813.0,-12139673166162.0,194730183129.0,0.0,-65310439316.0,-898602546828.0,274082359042928.0,-103183069449.0,-258715274315672.0,623848502506.0
PLX,2022,304171606608893,0.7987069858934169,1449740967084,-0.48933080239968146,,,,,,,,,,,,,,,-823260439762,,,2270127396278,,-435867990491,67973931964.0,1902233337751,1449740967084,,PLX,452492370667.0,304063811426444.0,12319636621265.0,1948942567940.0,-1706489278910.0,1942217776454.0,327909619824.0,-10499546305289.0,396386766136.0,0.0,-68477146312.0,-644056268958.0,304171606608893.0,-107795182449.0,-291744174805179.0,702934611210.0
PLX,2021,169105701481340,0.3637392056206143,2838904272857,1.872032344448441,,,,,,,,,,,,,,,-765824923747,,,3789339721584,,-626940150150,-38665391711.0,3123734179723,2838904272857,,PLX,284829906866.0,169008605067215.0,12622903813991.0,999546332203.0,-835512710492.0,3517193962030.0,272145759554.0,-9073259955415.0,390507588375.0,0.0,-118361828821.0,-602527447452.0,169105701481340.0,-97096414125.0,-156385701253224.0,569341405490.0
PLX,2020,124001495875733,-0.346178127451111,988465286035,-0.7622612099080428,,,,,,,,,,,,,,,-819680790229,,,1409580992044,,-202872632017,45863848305.0,1252572208332,988465286035,,PLX,264106922297.0,123918650378651.0,10039936944255.0,916720519051.0,-951684580108.0,1191399821081.0,218181170963.0,-8591021707535.0,255621224928.0,0.0,-37440053965.0,-706153423148.0,124001495875733.0,-82845497082.0,-113878713434396.0,597129435647.0
POW,2024,30305634268649,0.06976073087677785,1111588278970,0.07051895167990711,,,,,,,,,,,,,,,-877790745775,,,1383241166627,,-170618076178,-1281135283.0,1211341955166,1111588278970,,POW,99753676196.0,30305634268649.0,1997669677159.0,566095305919.0,-845430985696.0,882743241625.0,500497925002.0,0.0,1198188656482.0,,-697690731480.0,-381646636179.0,30305634268649.0,0.0,-28307964591490.0,42199990018.0
POW,2023,28329357578690,0.0037287089894637456,1038363942297,-0.4961497628743217,,,,,,,,,,,,,,,-1268124055600,,,1442068034314,,-234905255681,75779362785.0,1282942141418,1038363942297,,POW,244578199121.0,28329357578690.0,2704251001353.0,543578060404.0,-729647124365.0,1290182972885.0,151885061429.0,0.0,162091186750.0,,-10206125321.0,-564748639578.0,28329357578690.0,0.0,-25625106577337.0,40125091093.0
POW,2022,28224118055975,0.1491460560574729,2060858298332,0.14584174294598864,,,,,,,,,,,,,,,-867603382318,,,2809234173340,,-240765852700,-15539750493.0,2552928570147,2060858298332,,POW,492070271815.0,28224118055975.0,3726104104310.0,445221020562.0,-591786538077.0,2765157125191.0,44077048149.0,0.0,67138158695.0,,-23061110546.0,-437526336797.0,28224118055975.0,0.0,-24498013951665.0,53221920714.0
POW,2021,24560949330329,-0.17391466061319455,1798554042056,-0.23951682205299885,,,,,,,,,,,,,,,-130934373388,,,2339300278897,,-164456564043,-122690563437.0,2052153151417,1798554042056,,POW,253599109361.0,24560949330329.0,2539997923314.0,689859994612.0,-652802199566.0,2459182332685.0,-119882053788.0,-9426420660.0,19838218070.0,,-139720271858.0,-509644391365.0,24560949330329.0,0.0,-22020951407015.0,22487408373.0
POW,2020,29731733707513,-0.15950957256771386,2365014893441,-0.05764870236090485,,,,,,,,,,,,,,,-1174311774374,,,2875097434493,,-344116937614,131685587645.0,2662666084524,2365014893441,,POW,297651191083.0,29731733707513.0,4580095071937.0,439870134267.0,-999377552484.0,2855240598478.0,19856836015.0,-35159174296.0,30384633273.0,,-10527797258.0,-809234511179.0,29731733707513.0,0.0,-25151638635576.0,44123893428.0
SAB,2024,32164260254074,0.047465123610580716,4330113031371,0.05160960294589685,,,,,,,,,,,,,,,-839413837596,,,5647358628166,,-1146257135410,-6328065844.0,4494773426912,4330113031371,,SAB,164660395541.0,31872417486656.0,9318196568266.0,1067078171491.0,-24787963014.0,5676961187964.0,-29602559798.0,-4041556507837.0,28313181138.0,0.0,-57915740936.0,-27449548631.0,32164260254074.0,-291842767418.0,-22554220918390.0,197444756654.0
SAB,2023,30706760090689,-0.1285376319526141,4117605068688,-0.21176834254303956,,,,,,,,,,,,,,,-800691619935,,,5370410404295,,-1099082811973,-16274596613.0,4255052995709,4117605068688,,SAB,137447927021.0,30461367282215.0,9091362504235.0,1432568520354.0,-73433682681.0,5402631777049.0,-32221372754.0,-4479227839581.0,17484692469.0,0.0,-49706065223.0,-50214725919.0,30706760090689.0,-245392808474.0,-21370004777980.0,232053894657.0
SAB,2022,35235899123781,0.32575398155623836,5223851427095,0.4205855193615993,,,,,,,,,,,,,,,-740665660468,,,6813417318962,,-1323982218726,10362877048.0,5499797977284,5223851427095,,SAB,275946550189.0,34979083993835.0,10770706927084.0,1090560762647.0,-81993117030.0,6829660000370.0,-16242681408.0,-4532068273139.0,20990166318.0,0.0,-37232847726.0,-45517297000.0,35235899123781.0,-256815129946.0,-24208377066751.0,323119361276.0
SAB,2021,26578007393513,-0.055360965406210126,3677252341304,-0.22149787537784357,,,,,,,,,,,,,,,-597716255412,,,4856894249743,,-954964248596,27375546091.0,3929305547238,3677252341304,,SAB,252053205934.0,26373746293858.0,7608564811493.0,1119597121857.0,-22784167607.0,4780232844524.0,76661405219.0,-3500368629369.0,95929356826.0,0.0,-19267951607.0,-48739800374.0,26578007393513.0,-204261099655.0,-18765181482365.0,172939963562.0
SAB,2020,28135622624299,-0.2621865659880159,4723496860190,-0.06527672739419607,,,,,,,,,,,,,,,-702005344515,,,6111818325965,,-1124942822470,-50029533241.0,4936845970254,4723496860190,,SAB,213349110064.0,27961323837011.0,8501094784449.0,974401634870.0,-105449377566.0,6076410836146.0,35407489819.0,-2859036781083.0,55952250986.0,0.0,-20544761167.0,-63681326473.0,28135622624299.0,-174298787288.0,-19460229052562.0,267405919991.0
SHB,2024,50487346000000,-0.12332210632336779,9321949000000,0.27266306955123976,50487346000000.0,-29255227000000.0,21232119000000.0,1569532000000.0,-286112000000.0,1283420000000.0,86288000000.0,3329000000.0,-218061000000.0,1341801000000.0,-186133000000.0,1155668000000.0,29502000000.0,23572265000000.0,-5760231000000,17812034000000.0,-6242792000000.0,11569242000000,-2247293000000.0,-2261274000000,13981000000.0,9321949000000,9321949000000,2306.0,SHB,0.0,,,,,,,,,,,,,,,
SHB,2023,57589391000000,0.4124161744576831,7324758000000,-0.0522919249499089,57589391000000.0,-38304038000000.0,19285353000000.0,912654000000.0,-367727000000.0,544927000000.0,282207000000.0,11122000000.0,27981000000.0,501021000000.0,-67385000000.0,433636000000.0,743171000000.0,21328397000000.0,-5051539000000,16276858000000.0,-7037837000000.0,9239021000000,-1914263000000.0,-1908466000000,-5797000000.0,7324758000000,7324758000000,2024.0,SHB,0.0,,,,,,,,,,,,,,,
SHB,2022,40773670000000,0.1451242277742252,7728918000000,0.5435728948999243,40773670000000.0,-23223586000000.0,17550084000000.0,1241869000000.0,-351315000000.0,890554000000.0,116250000000.0,0.0,92641000000.0,807767000000.0,-120540000000.0,687227000000.0,4226000000.0,19340982000000.0,-4391593000000,14949389000000.0,-5260021000000.0,9689368000000,-1960450000000.0,-1961243000000,793000000.0,7728918000000,7728918000000,2107.0,SHB,0.0,,,,,,,,,,,,,,,
SHB,2021,35606329000000,0.13805070584956367,5007161000000,0.9206513050189259,35606329000000.0,-20035980000000.0,15570349000000.0,908741000000.0,-323118000000.0,585623000000.0,143539000000.0,0.0,988410000000.0,1133849000000.0,-272502000000.0,861347000000.0,3750000000.0,18153018000000.0,-4405941000000,13747077000000.0,-7487035000000.0,6260042000000,-1252881000000.0,-1256692000000,3811000000.0,5007161000000,5007161000000,2106.0,SHB,0.0,,,,,,,,,,,,,,,
SHB,2020,31287120000000,0.13020462162944776,2607012000000,0.07821778492818118,31287120000000.0,-21353921000000.0,9933199000000.0,749200000000.0,-226451000000.0,522749000000.0,124713000000.0,0.0,1293111000000.0,452687000000.0,-104117000000.0,348570000000.0,-14931000000.0,12207411000000.0,-4299189000000,7908222000000.0,-4640222000000.0,3268000000000,-660988000000.0,-662750000000,1762000000.0,2607012000000,2607012000000,1514.0,SHB,0.0,,,,,,,,,,,,,,,
SSI,2024,8529279575474,0.191624181124013,2835023120364,0.23649953650056182,,,,,,,,,,,,,,,-301749636986,,,3543527483662,,-694521335141,-3897115849.0,2845109032672,2835023120364,,SSI,10085912308.0,8529279575474.0,5241317966526.0,179295911401.0,-1574924138007.0,3543940102934.0,-412619272.0,,2504237662.0,0.0,-2916856934.0,-1505764783295.0,8529279575474.0,0.0,-3287961608948.0,0.0
SSI,2023,7157692593506,0.12971788006507626,2292781385416,0.3492347088456149,,,,,,,,,,,,,,,-361707269173,,,2848566970193,,-543354773079,-10739375556.0,2294472821558,2292781385416,,SSI,1691436142.0,7157692593506.0,4723127283681.0,123303909120.0,-1637647690041.0,2847076233587.0,1490736606.0,,2414205998.0,0.0,-923469392.0,-1570439043267.0,7157692593506.0,0.0,-2434565309825.0,0.0
SSI,2022,6335823057960,-0.14877492807748716,1699319896223,-0.369668345038323,,,,,,,,,,,,,,,-296389420325,,,2109703391777,,-458919223108,46909000130.0,1697693168799,1699319896223,,SSI,-1626727424.0,6335823057960.0,3630987654875.0,180692993813.0,-1415635205238.0,2099656023125.0,10047368652.0,,11255802218.0,0.0,-1208433566.0,-1030649945603.0,6335823057960.0,0.0,-2704835403085.0,0.0
SSI,2021,7443181911513,0.7044930134600915,2695913941251,1.144085387416762,,,,,,,,,,,,,,,-265009663885,,,3365038841169,,-650668031005,-19303112144.0,2695067698020,2695913941251,,SSI,-846243231.0,7443181911513.0,4288619458582.0,343297443354.0,-1114596408351.0,3252310829700.0,112728011469.0,,114101341802.0,0.0,-1373330333.0,-1029858485847.0,7443181911513.0,0.0,-3154562452931.0,0.0
SSI,2020,4366801067963,0.3498703567883624,1257372470832,0.38294159757479174,,,,,,,,,,,,,,,-184156140350,,,1557553285063,,-267248078434,-34373387674.0,1255931818955,1257372470832,,SSI,-1440651877.0,4366801067963.0,2465005296908.0,208753551822.0,-937145051524.0,1552457656856.0,5095628207.0,,5273691839.0,0.0,-178063632.0,-829431323089.0,4366801067963.0,0.0,-1901795771055.0,0.0
STB,2024,49988721000000,-0.10618436650175087,10087495000000,0.30690463160753173,49988721000000.0,-25457023000000.0,24531698000000.0,6121237000000.0,-3142812000000.0,2978425000000.0,1105728000000.0,0.0,55547000000.0,369016000000.0,-367937000000.0,1079000000.0,4641000000.0,28677118000000.0,-13982389000000,14694729000000.0,-1974364000000.0,12720365000000,-2632870000000.0,-2787723000000,154853000000.0,10087495000000,10087495000000,5351.0,STB,0.0,,,,,,,,,,,,,,,
STB,2023,55927329000000,0.49574914695703076,7718616000000,0.5312602726409751,55927329000000.0,-33854996000000.0,22072333000000.0,6136710000000.0,-3518807000000.0,2617903000000.0,1099548000000.0,0.0,33817000000.0,445447000000.0,-118874000000.0,326573000000.0,22837000000.0,26173011000000.0,-12889906000000,13283105000000.0,-3688105000000.0,9595000000000,-1876384000000.0,-2016154000000,139770000000.0,7718616000000,7718616000000,4094.0,STB,0.0,,,,,,,,,,,,,,,
STB,2022,37390848000000,0.25934392465043643,5040695000000,0.4775614569092269,37390848000000.0,-20243714000000.0,17147134000000.0,8329935000000.0,-3135855000000.0,5194080000000.0,1062244000000.0,0.0,-19983000000.0,2874203000000.0,-128854000000.0,2745349000000.0,12466000000.0,26141290000000.0,-10920717000000,15220573000000.0,-8881501000000.0,6339072000000,-1298377000000.0,-1168567000000,-129810000000.0,5040695000000,5040695000000,2674.0,STB,0.0,,,,,,,,,,,,,,,
STB,2021,29690736000000,-0.11602267582324191,3411496000000,0.27200602837976856,29690736000000.0,-17726249000000.0,11964487000000.0,6430648000000.0,-2088129000000.0,4342519000000.0,737093000000.0,0.0,163664000000.0,865198000000.0,-408092000000.0,457106000000.0,39448000000.0,17704317000000.0,-9749916000000,7954401000000.0,-3554375000000.0,4400026000000,-988530000000.0,-941026000000,-47504000000.0,3411496000000,3411496000000,1632.0,STB,0.0,,,,,,,,,,,,,,,
